1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	7	7	7	7	6	6	6	6	6	6	5	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	4	4	4	5	5	5	5	5	5	5	6	6	6	6	6	7	7	7	7	6	6	6	6	6	6	6	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	7	7	7	7	7	6	6	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	7	7	7	7	7	8	7	7	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	7	7	7	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	7	7	7	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	7	7	7	7	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	5	6	6	6	6	6	6	6	6	6	5	5	5	6	6	7	7	7	7	8	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	5	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6	7	7	7	7	8	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	4	5	6	6	6	7	7	7	7	7	6	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	8	7	

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	4	5	6	6	7	7	7	7	7	7	6	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	8	8	

